id,name,description,start_date,end_time,venue_name,venue_address,location,source,source_id,url,image_url,category,price_min,price_max,created_at,updated_at
01992422-bd56-4bc7-a9f3-a7b2395ee16b,Non League Premier - Northern - Guiseley vs Bamber Bridge,Sourced from predicthq.com,2025-08-09 14:00:00+00,2025-08-09 14:00:00+00,Near Preston,,0101000020E610000012A5BDC117A605C0F0164850FCE04A40,predicthq,DSM6GR7k5Q38XsbhzU,,,sports,,,2025-07-21 17:20:18.562057+00,2025-07-21 17:20:18.562057+00
01f57391-1e5a-4d7e-88ee-619c07f0ec1f,"Clt Drp, Alien Chicks, and Jodie Langford",Sourced from predicthq.com,2025-08-24 13:00:00+00,2025-08-24 13:00:00+00,Near Liverpool Lime Street,,0101000020E6100000705F07CE19D107C0234A7B832FB44A40,predicthq,EmM52NFDU5HRxfgakq,,,concerts,,,2025-08-03 12:00:41.555728+00,2025-08-03 12:00:41.555728+00
0216aa1c-85aa-46c9-86a9-49a14e82729d,North Yorkshire - Summer Holidays,Sourced from predicthq.com,2025-07-22 00:00:00+00,2025-09-01 23:59:59+00,Near York,,0101000020E6100000B0726891ED7CF1BF265305A392FA4A40,predicthq,99NVgcRUTAQNu2sMHr,,,school-holidays,,,2025-07-21 17:19:53.293453+00,2025-07-21 17:19:53.293453+00
0244db88-af88-4d55-9724-9ffece594fe6,Bristol Harbour Festival,"Free waterside festival with tall ships, live music, and international street food",2025-07-19 10:00:00+00,2025-07-21 22:00:00+00,Bristol Harbourside,"Harbourside, Bristol BS1 5TY",0101000020E61000001283C0CAA1C504C0363CBD5296B94940,eventbrite,demo-037,https://example.com/harbour-fest,https://picsum.photos/seed/harbour/800/600,Family,0.00,0.00,2025-09-30 17:29:04.922875+00,2025-09-30 17:29:04.922875+00
02518b4a-3620-4fe3-b3eb-4e67e42035d8,Annual Beatles Convention,Sourced from predicthq.com,2025-08-24 08:00:00+00,2025-08-24 17:00:00+00,Near Liverpool Lime Street,,0101000020E6100000705F07CE19D107C0234A7B832FB44A40,predicthq,CnihBwvht2Wk4BpTaB,,,conferences,,,2025-08-03 12:00:41.66403+00,2025-08-03 12:00:41.66403+00
0261b024-0e6a-499b-a6b3-62a3f73d1d87,Cud,Sourced from predicthq.com,2025-07-25 18:00:00+00,2025-07-25 18:00:00+00,Near Bournemouth,,0101000020E6100000E561A1D634EFFDBFBE9F1A2FDD5C4940,predicthq,Eo7n2EA5XxaPg3he6a,,,concerts,,,2025-07-21 17:19:24.853212+00,2025-07-21 17:19:24.853212+00
02630f97-9d1b-4f92-8950-d5812a9f2060,The Sugarhill Gang and The Sugarhill Gang & The Furious Five,Sourced from predicthq.com,2025-08-29 16:00:00+00,2025-08-29 16:00:00+00,Near Liverpool Lime Street,,0101000020E6100000705F07CE19D107C0234A7B832FB44A40,predicthq,3FbLdVUt9j9e7Non5a,,,concerts,,,2025-08-03 12:00:40.863048+00,2025-08-03 12:00:40.863048+00
026c56d7-54e1-46e4-99c9-a6adacac0758,The Alex Hamilton Band,Sourced from predicthq.com,2025-08-30 20:00:00+00,2025-08-30 20:00:00+00,Near Darlington,,0101000020E6100000D3BCE3141DC9F8BF6D567DAEB6424B40,predicthq,47PaRLNZu3UeyVpcEQ,,,community,,,2025-08-03 12:00:16.613756+00,2025-08-03 12:00:16.613756+00
0270c130-5ff4-4988-ac11-34f79ad914c6,Believe! THE POLAR EXPRESS™ Experience,,2025-11-20 18:15:00+00,,Victoria Warehouse,"Trafford Wharf Road, Manchester",0101000020E610000004CB1132904702C009FD4CBD6EBB4A40,ticketmaster,tm-LvZ18QejxTiUfuZZvc-QN,https://ticketmaster-uk.tm7559.net/c/6709060/431519/7559?u=https%3A%2F%2Fwww.universe.com%2Fevents%2Fbelieve-the-polar-express-experience-tickets-R2ZXHW%3Fref%3Dticketmaster&utm_medium=affiliate,https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_TABLET_LANDSCAPE_LARGE_16_9.jpg,,,,2025-11-20 17:09:12.649507+00,2025-11-20 17:09:12.649507+00
0274abf4-6934-481b-87bb-296d0936707e,Legends NIGHT UK 2025,Sourced from predicthq.com - Legends Night from Zimbabwe is coming to the UNITED KINGDOM for the first time. Get your early birds and secure your seat TODAY!!!,2025-08-31 14:00:00+00,2025-08-31 20:00:00+00,Near Birmingham New Street,,0101000020E61000003108AC1C5A64FEBFB003E78C283D4A40,predicthq,8uykangxDoDVVPjdEL,,,concerts,,,2025-08-03 12:00:27.336073+00,2025-08-03 12:00:27.336073+00
027bbc2e-4ee5-43c2-9a98-4068f5969235,Wiltshire - Summer Holidays,Sourced from predicthq.com,2025-07-25 00:00:00+00,2025-08-31 23:59:59+00,Near Swindon,,0101000020E61000003CBD5296218EFCBFC66D3480B7C84940,predicthq,8dvobWFEixWBtSsi2S,,,school-holidays,,,2025-07-21 17:19:32.920596+00,2025-07-21 17:19:32.920596+00
028d29a9-998f-40a0-8041-512d43f2c305,Circus Brazil - Weymouth,Sourced from predicthq.com - Step Into the World of Circus Brazil — Where Fearless Feats Meet Brazilian Flair,2025-08-27 14:00:00+00,2025-08-27 14:00:00+00,Near Weymouth,,0101000020E6100000F7065F984C9503C03BDF4F8D974E4940,predicthq,4ZL7MK4jpb7HEQdZTG,,,performing-arts,,,2025-08-03 11:59:45.879153+00,2025-08-03 11:59:45.879153+00
02c39920-9424-490b-b61e-01550187f1cf,Andy Grant Band,Sourced from predicthq.com,2025-08-21 19:00:00+00,2025-08-21 19:00:00+00,Near Southampton Central,,0101000020E6100000FE65F7E461A1F6BFEA95B20C71744940,predicthq,EPu2vFAVwbRwomBfqy,,,concerts,,,2025-08-03 11:59:42.488574+00,2025-08-03 11:59:42.488574+00
0311d8e3-e747-4bda-afbc-15ad0543cc09,Witness for the Prosecution,Sourced from predicthq.com,2025-09-02 18:30:00+00,2025-09-02 18:30:00+00,Near London Waterloo,,0101000020E610000064CC5D4BC807BDBF0E4FAF9465C04940,predicthq,AVeLso3zvkjX6wPboe,,,performing-arts,,,2025-08-03 11:59:26.460434+00,2025-08-03 11:59:26.460434+00
034bb7c4-ab7d-4e68-acc0-861c0d9fdbac,Thames River Festival,"Annual celebration along the Thames featuring food stalls, live music, street performers, and spectacular fireworks over the river.",2025-12-20 12:00:00+00,2025-12-20 22:00:00+00,Jubilee Gardens,"Belvedere Rd, London SE1 7PB",0101000020E6100000713D0AD7A370BDBF8D976E1283C04940,eventbrite,SWR-WAT-002,,https://images.unsplash.com/photo-1533174072545-7a4b6ad7a6c3?w=800,Festival,0.00,0.00,2025-11-25 14:29:03.734538+00,2025-11-25 14:29:03.734538+00
0394f9ff-1e6d-4605-8733-ca58b908a0b5,York Knights vs London Broncos,Sourced from predicthq.com,2025-08-17 14:00:00+00,2025-08-17 14:00:00+00,Near York,,0101000020E6100000B0726891ED7CF1BF265305A392FA4A40,predicthq,AVP4VYmBW7Bax4MXtg,,,sports,,,2025-07-21 17:19:50.440271+00,2025-07-21 17:19:50.440271+00
03a8b9e8-24fa-4ad9-b9b8-3b6167720cb9,The Leylines,Sourced from predicthq.com,2025-08-30 19:00:00+00,2025-08-30 19:00:00+00,Near Guildford,,0101000020E610000043AD69DE718AE2BF58A835CD3B9E4940,predicthq,5gqKjn2LenwWNGndVf,,,concerts,,,2025-08-03 11:59:36.485065+00,2025-08-03 11:59:36.485065+00
03d23a78-1bb6-424c-aeb4-856629fed7cd,Evening of Mediumship with Allison Michaela - Authentic Medium,"Sourced from predicthq.com - Come join us for a special evening with Allison Michaela, a genuine medium who will connect you with your loved ones on the other side!",2025-08-08 18:30:00+00,2025-08-08 20:30:00+00,Near Bournemouth,,0101000020E6100000E561A1D634EFFDBFBE9F1A2FDD5C4940,predicthq,AREbAQjpK2RmgExAuf,,,conferences,,,2025-07-21 17:19:22.810533+00,2025-07-21 17:19:22.810533+00
0422019d-9930-4304-98fe-6bd4074e13ba,FA Cup - Extra Preliminary Round - Holyport vs Burnham,Sourced from predicthq.com,2025-08-02 14:00:00+00,2025-08-02 14:00:00+00,Near Maidenhead,,0101000020E6100000A01A2FDD2406E7BFED0DBE3099C24940,predicthq,FUBmkgDQ8oLh5gYtrc,,,sports,,,2025-07-21 17:19:30.877024+00,2025-07-21 17:19:30.877024+00
0453aa57-8929-43dc-b0ce-a770e46c217f,Greg Freeman,Sourced from predicthq.com,2025-09-02 18:30:00+00,2025-09-02 18:30:00+00,Near London Waterloo,,0101000020E610000064CC5D4BC807BDBF0E4FAF9465C04940,predicthq,F3cPrFmqnujhkvW5MA,,,concerts,,,2025-08-03 11:59:26.880284+00,2025-08-03 11:59:26.880284+00
04575f4d-f3f0-43be-a84b-d929c58a7b21,Non League Div One - Northern Midlands - Carlton Town vs Rugby Town,Sourced from predicthq.com,2025-08-09 14:00:00+00,2025-08-09 14:00:00+00,Near Rugby,,0101000020E6100000933A014D840DF4BF4850FC18732F4A40,predicthq,APbxzfAsZSbtA7Px6p,,,sports,,,2025-07-21 17:20:09.056308+00,2025-07-21 17:20:09.056308+00
048a8a9c-221e-4d34-83bc-b71e534ec986,Exposed Car Event - Royal Windsor Racecourse 1000+ Display Cars - Supercars,"Sourced from predicthq.com - Hey there, get ready for the ultimate car showcase at the Royal Windsor Racecourse - where all the coolest cars will be on full display!",2025-08-03 10:00:00+00,2025-08-03 18:00:00+00,Near Slough,,0101000020E6100000DC68006F8104E3BFD34D621058C14940,predicthq,7CYKmA542M6BH7khBm,,,community,,,2025-07-21 17:19:29.559348+00,2025-07-21 17:19:29.559348+00
04c96075-cbdc-40a2-ab6f-53e7002df126,The Bar,Sourced from predicthq.com,2025-08-24 10:45:00+00,2025-08-24 10:45:00+00,Near Darlington,,0101000020E6100000D3BCE3141DC9F8BF6D567DAEB6424B40,predicthq,9ep5Bt8C8Vqj94ASao,,,concerts,,,2025-08-03 12:00:16.966364+00,2025-08-03 12:00:16.966364+00
04e12f00-37a5-4f3e-881d-23d889c9ffe8,Kneecap,,2025-11-20 19:00:00+00,,O2 Academy Leeds,"55 Cookridge Street, Leeds",0101000020E61000004D6A6803B0C1F8BF0470B378B1E64A40,ticketmaster,tm-G5dzZbmmJNoeo,https://ticketmaster-uk.tm7559.net/c/6709060/431519/7559?u=https%3A%2F%2Fwww.ticketmaster.co.uk%2Fkneecap-leeds-20-11-2025%2Fevent%2F3E0062EBA68D1091&utm_medium=affiliate,https://s1.ticketm.net/dam/a/c51/4d90e395-7e76-4da5-9dd3-de8fa819fc51_TABLET_LANDSCAPE_LARGE_16_9.jpg,,,,2025-11-20 17:09:12.649507+00,2025-11-20 17:09:12.649507+00
04fcbbe5-754e-4117-9152-a48403aa15c9,Sarah Jones Jazz,Sourced from predicthq.com - Join us for a night of smooth jazz vibes with Sarah Jones at our live event!,2025-07-25 18:30:00+00,2025-07-25 21:30:00+00,Near Milton Keynes Central,,0101000020E610000027C286A757CAE8BF3E7958A835054A40,predicthq,6gYNpwHJhwN6APQzrC,,,performing-arts,,,2025-07-21 17:20:11.251269+00,2025-07-21 17:20:11.251269+00
05172421-6be9-4799-958b-0ffc5a5ccb6e,In the Night Garden Live,Sourced from predicthq.com,2025-08-21 11:00:00+00,2025-08-21 11:00:00+00,Near Cardiff Central,,0101000020E610000074B515FBCB6E09C076E09C11A5BD4940,predicthq,DhQSM85jMHXFdixg6W,,,performing-arts,,,2025-08-03 11:59:59.789869+00,2025-08-03 11:59:59.789869+00
0544486f-ea4b-463e-b087-170ddb9bce42,Believe! THE POLAR EXPRESS™ Experience,,2025-11-20 17:30:00+00,,Victoria Warehouse,"Trafford Wharf Road, Manchester",0101000020E610000004CB1132904702C009FD4CBD6EBB4A40,ticketmaster,tm-LvZ18QejxTiUfuZZvc-QO,https://ticketmaster-uk.tm7559.net/c/6709060/431519/7559?u=https%3A%2F%2Fwww.universe.com%2Fevents%2Fbelieve-the-polar-express-experience-tickets-R2ZXHW%3Fref%3Dticketmaster&utm_medium=affiliate,https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_TABLET_LANDSCAPE_LARGE_16_9.jpg,,,,2025-11-20 17:09:12.649507+00,2025-11-20 17:09:12.649507+00
0574b952-911e-4941-be38-9d0b938ab7e6,Modern Nature,Sourced from predicthq.com,2025-08-31 16:00:00+00,2025-08-31 16:00:00+00,Near Oxford,,0101000020E6100000C364AA605452F4BF0E4FAF9465E04940,predicthq,scUBP6XCSmzWAvGnMu,,,concerts,,,2025-08-03 12:00:59.446452+00,2025-08-03 12:00:59.446452+00
0580ab63-43bf-477c-bd22-b4e1ed01431e,Baby Dee,Sourced from predicthq.com,2025-09-02 18:30:00+00,2025-09-02 18:30:00+00,Near London Waterloo,,0101000020E610000064CC5D4BC807BDBF0E4FAF9465C04940,predicthq,5zKhwtxDrNvS6pNECA,,,concerts,,,2025-08-03 11:59:26.000001+00,2025-08-03 11:59:26.000001+00
05b824bc-c673-4c72-a758-4eaf3855842f,Fantastic Days 2025 - Urban Creative Academy  - ages 14-16,Sourced from predicthq.com - Free to attend childrens activities at Beechwood Park this summer.,2025-08-20 12:00:00+00,2025-08-20 13:30:00+00,Near Newport (South Wales),,0101000020E61000006A4DF38E53F407C088635DDC46CB4940,predicthq,HBMYS4c6iRSUHjfw6G,,,festivals,,,2025-08-03 12:00:06.157331+00,2025-08-03 12:00:06.157331+00
05cface2-3d5b-4607-a973-8764304751a3,DESHAPEABLES TRADEFAIR BIRMINGHAM,"Sourced from predicthq.com - Shop, connect & have fun at the UK’s biggest Black-owned tradefair – fashion, food, beauty, culture & more!",2025-08-30 09:00:00+00,2025-08-30 18:00:00+00,Near Birmingham New Street,,0101000020E61000003108AC1C5A64FEBFB003E78C283D4A40,predicthq,FxZVgykathZRgqe3ix,,,expos,,,2025-08-03 12:00:27.884663+00,2025-08-03 12:00:27.884663+00
05f3937e-4a46-4b6f-ba2f-29aa5c60fdef,Non League Div One - Northern East - North Ferriby vs Dunston UTS,Sourced from predicthq.com,2025-08-09 14:00:00+00,2025-08-09 14:00:00+00,Near Newcastle,,0101000020E610000070CE88D2DEE0F9BFA1D634EF387D4B40,predicthq,BnqDpk2fDencbw6Wpa,,,sports,,,2025-07-21 17:19:58.319442+00,2025-07-21 17:19:58.319442+00
0619c2e4-c64c-427d-9b8a-00fc0ed5b707,The JJ Effect,"Sourced from predicthq.com - Join Byron Highton for a powerful anti-knife crime and child protection talk, as seen on TV.  (Ages 12+ only)",2025-07-29 11:00:00+00,2025-07-29 13:00:00+00,Near Preston,,0101000020E610000012A5BDC117A605C0F0164850FCE04A40,predicthq,RcLhENYKSPc7fWdbrG,,,concerts,,,2025-07-21 17:20:19.000376+00,2025-07-21 17:20:19.000376+00
06209cd8-de27-48d9-804e-d6124a14f2df,Ocean Colour Scene and Trampolene,Sourced from predicthq.com,2025-08-22 18:00:00+00,2025-08-22 18:00:00+00,Near Bath Spa,,0101000020E610000098DD938785DA02C00E4FAF9465B04940,predicthq,5yooKzoPitMGeBV4gd,,,concerts,,,2025-08-03 11:59:53.068809+00,2025-08-03 11:59:53.068809+00
0622dbbb-3643-4839-b0a7-fb7e118c8019,Cambridge Market Square Food Fair,Weekly artisan food market with local producers and international street food,2025-10-11 09:00:00+00,2025-10-11 16:00:00+00,Market Square,"Market Street, Cambridge CB2 3QJ",0101000020E6100000105839B4C876BE3F984C158C4A1A4A40,eventbrite,demo-046,https://example.com/market-cam,https://picsum.photos/seed/marketcam/800/600,Food & Drink,0.00,0.00,2025-09-30 17:29:04.922875+00,2025-09-30 17:29:04.922875+00
06696df7-a060-44a6-9520-ffe83bccd4ee,Summer 2025 in the Hive - Movie Makers,Sourced from predicthq.com - Bring your creations to life through the magic of stop-motion animation.,2025-07-26 12:30:00+00,2025-07-26 14:00:00+00,Near Darlington,,0101000020E6100000D3BCE3141DC9F8BF6D567DAEB6424B40,predicthq,94gjBiPbmSQfQeKynh,,,conferences,,,2025-07-21 17:19:54.971798+00,2025-07-21 17:19:54.971798+00
06c3c385-3903-445b-8d7d-1f2a974f2bde,An Audience with Freda Kelly,"Sourced from predicthq.com - Join us on Saturday 23rd August at the Liverpool Beatles Museum, Mathew Street",2025-08-23 13:00:00+00,2025-08-23 16:00:00+00,Near Liverpool Lime Street,,0101000020E6100000705F07CE19D107C0234A7B832FB44A40,predicthq,HmNK2RrCRbwiKF8nFD,,,conferences,,,2025-08-03 12:00:42.380688+00,2025-08-03 12:00:42.380688+00
06dec732-1ee5-4448-afa8-9f31407b861b,Jack Garratt,Sourced from predicthq.com,2025-08-27 17:00:00+00,2025-08-27 17:00:00+00,Near Southampton Central,,0101000020E6100000FE65F7E461A1F6BFEA95B20C71744940,predicthq,AnieYir4oRUqVHwBu9,,,concerts,,,2025-08-03 11:59:41.563701+00,2025-08-03 11:59:41.563701+00
07301436-2cac-4278-a930-4f070722db51,Multi-Sports and Swimming!,Sourced from predicthq.com - Multi-Sports and Swimming at Stanground Pool!,2025-08-15 10:00:00+00,2025-08-15 14:00:00+00,Near Peterborough,,0101000020E610000062105839B4C8CEBF8B6CE7FBA9494A40,predicthq,GwLM5PxGWB2zMPN3qT,,,community,,,2025-07-21 17:19:45.293028+00,2025-07-21 17:19:45.293028+00
07673316-8b72-4c9a-a5e5-9394b239e8d4,LEEDS OUTDOOR CINEMA - Harry Potter & the Philosopher's Stone,"Sourced from predicthq.com - The magic of Harry Potter is returning to Leeds, Kirkstall Abbey!",2025-08-23 19:30:00+00,2025-08-23 19:30:00+00,Near Leeds,,0101000020E6100000D3BCE3141DC9F8BF3D9B559FABE54A40,predicthq,4zrwx6eBuRF6EKvUhK,,,festivals,,,2025-08-03 12:00:58.4309+00,2025-08-03 12:00:58.4309+00
077cb781-235e-409a-bb3d-2049362a1fde,HAF Multicultural Project 2025,Sourced from predicthq.com - Holiday Club for kids. Free for children if you are a recipient of JSA/Universal Credit.,2025-08-04 08:00:00+00,2025-08-04 11:00:00+00,Near Basingstoke,,0101000020E61000003108AC1C5A64F1BF60764F1E16A24940,predicthq,HUHFeevi8VUcCxXqa8,,,conferences,,,2025-07-21 17:19:16.587452+00,2025-07-21 17:19:16.587452+00
078585b1-0fd5-4569-b084-57dbaa3f6a96,Scientist,Sourced from predicthq.com,2025-08-15 19:00:00+00,2025-08-15 19:00:00+00,Near Birmingham New Street,,0101000020E61000003108AC1C5A64FEBFB003E78C283D4A40,predicthq,AsBRtoDCXqrvNupxXr,,,concerts,,,2025-07-21 17:20:05.501186+00,2025-07-21 17:20:05.501186+00
079fc8b7-fe5a-4e03-af1e-9e031f21ceec,Bournemouth Beach Food Festival,Beachfront food festival celebrating the best of local and international cuisine with live cooking demonstrations.,2025-12-14 11:00:00+00,2025-12-14 19:00:00+00,Bournemouth Beach,"Pier Approach, Bournemouth BH2 5AA",0101000020E6100000AAF1D24D6210FEBF79E92631085C4940,eventbrite,SWR-BMH-001,,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?w=800,Food & Drink,0.00,0.00,2025-11-25 14:29:03.734538+00,2025-11-25 14:29:03.734538+00
07ac27d2-829e-4c78-9136-d005b0f2343b,Stone Arrows,Sourced from predicthq.com - Join author Elizabeth for an adventure in the  Stone Age and discover how ancient people lived,2025-08-28 14:15:00+00,2025-08-28 15:30:00+00,Near Cambridge,,0101000020E6100000F0A7C64B3789C13F0D71AC8BDB184A40,predicthq,9Tko9rJN2c7ASTKWtz,,,concerts,,,2025-08-03 12:01:04.5288+00,2025-08-03 12:01:04.5288+00
07b05383-237a-4e9c-bb96-f00148627b59,The Big Pilgrimage,Sourced from predicthq.com,2025-08-17 06:50:00+00,2025-08-17 06:50:00+00,Near Southampton Central,,0101000020E6100000FE65F7E461A1F6BFEA95B20C71744940,predicthq,5M2sP9rGefwdhB3paE,,,sports,,,2025-07-21 17:19:18.988621+00,2025-07-21 17:19:18.988621+00
07d61620-3096-4aee-bb11-d68eb2a35886,League One - Exeter City vs Doncaster Rovers,Sourced from predicthq.com,2025-08-02 14:00:00+00,2025-08-02 14:00:00+00,Near Doncaster,,0101000020E61000002063EE5A423EF2BFA52C431CEBC24A40,predicthq,5drG7YhjnRTLiECuxn,,,sports,,,2025-07-21 17:19:49.181828+00,2025-07-21 17:19:49.181828+00
07f281c9-5ae2-4bb7-8463-abc9d81677a8,In the Night Garden Live,Sourced from predicthq.com,2025-08-17 09:00:00+00,2025-08-17 09:00:00+00,Near Darlington,,0101000020E6100000D3BCE3141DC9F8BF6D567DAEB6424B40,predicthq,FdReASV7gMcUbixGc6,,,performing-arts,,,2025-07-21 17:19:54.163128+00,2025-07-21 17:19:54.163128+00
08575f6f-fb20-454b-b8a7-39afd42b23da,Mamma Mia,,2025-11-20 15:00:00+00,,Novello Theatre,"Aldwych, London",0101000020E6100000ACE463778192BEBF205F420587C14940,ticketmaster,tm-1AgZk17GkdeSl5B,https://ticketmaster-uk.tm7562.net/c/6709060/431525/7562?u=https%3A%2F%2Ftheatre.ticketmaster.co.uk%2Fbook%2F1H4KU-mamma-mia-sept-25%2F%23perf%3D1H4KU-7S%26date%3D2025-11-20%26time%3D3.00PM&utm_medium=affiliate,https://s1.ticketm.net/dam/a/a81/f73a0b6a-faa6-4ea9-9c00-ba052998aa81_TABLET_LANDSCAPE_16_9.jpg,,,,2025-11-20 17:09:12.649507+00,2025-11-20 17:09:12.649507+00
085c29cc-1805-4bb1-a2c3-42f8fca74789,Women's Rugby World Cup - Group Stage - Australia vs United States,Sourced from predicthq.com,2025-08-30 18:30:00+00,2025-08-30 18:30:00+00,Near York,,0101000020E6100000B0726891ED7CF1BF265305A392FA4A40,predicthq,9L4kR7KMraQTkZczsL,,,sports,,,2025-08-03 12:00:13.859511+00,2025-08-03 12:00:13.859511+00
